,photon1_pT,photon2_pT,photon1_phi,photon2_phi,photon1_eta,photon2_eta,dEta,n_jets,average_jet_pT,lead_jets_dPhi,n_leptons,photon1_isolation,photon2_isolation,missing_energy
0,222.06862804054117,254.44722254416038,0.738675996348246,3.411985207548688,-1.1616359717468558,-1.8201192304269718,0.6584832586801159,3.0,149.0219750149276,1.1195722650915294,2.0,0.666369825160511,0.7262562879130225,0.0433237908528783
1,175.54061771314642,417.3702354442525,3.3224438431949417,2.0484490650802845,1.5954156506300907,0.48857295492489516,1.1068426957051956,3.0,148.74590918311253,0.8730763253827535,3.0,0.8064274853087454,0.7258956337020503,0.1159692155981662
2,220.76500708155208,312.7770584749786,0.6835462813363489,6.10812094308416,-2.5971973688905114,-0.9723870470360989,1.6248103218544125,3.0,132.6390418706677,1.0284683892390312,0.0,0.7585233108586786,0.745037581816681,0.11447378309190626
3,263.16882564598035,341.8935456158549,0.43321731660823143,0.38249154102093247,-0.06329353878847122,-1.515554177721846,1.4522606389333748,6.0,124.41690968101587,19.03829682001998,6.0,0.7747357558696022,0.7220842368278033,0.014433262689017567
4,235.59121576629695,211.9421924719222,1.5332206542074474,2.0065495141956062,2.0286484632396666,0.16234859407657787,1.8662998691630885,2.0,141.71427096879174,0.6293458865563605,4.0,0.6621873906816873,0.8615752658539053,0.0027189512325276333
5,210.49952410573894,301.23180871921784,0.7823752325956832,0.9483731738711744,3.0257718328201344,1.2386128619381918,1.7871589708819429,3.0,270.60341717992645,0.16492087216779996,0.0,0.7106093643860216,0.7714116270603446,0.024971853857780335
6,232.75830127746468,289.20748706152216,1.9973963458983952,2.433725337407047,-2.328637890896215,-0.5286751179935418,1.7999627729026735,3.0,132.68942053061858,1.7598170897177037,1.0,0.7435528956233952,0.8515070844211072,0.3218940784285307
7,256.13417294307254,271.9245966024776,0.07395566963988262,0.6082009403176231,-3.445738745057947,-1.9135079561315207,1.5322307889264262,2.0,166.71036262558144,-0.3764927180245389,1.0,0.819337532466732,0.818467178800387,0.0012003227146895057
8,195.58651388107077,280.6865170538153,1.570876308312629,3.2013683580670036,2.042614704994217,0.5292105360197255,1.5134041689744915,4.0,95.5655965123898,0.20226883026120976,4.0,0.5834450451797295,1.0538140217014416,0.027708539884807593
9,291.769614744536,242.88851057701953,0.2669664111963224,2.7992319948760582,-1.278776396699382,-0.448444984249706,0.8303314124496758,1.0,379.0363237417628,-0.011489016876498254,4.0,0.6401590901873728,0.8783535735854651,0.13745408722828367
